"PMID","Title","Authors","Journal","Year","Abstract","DOI","MeSH","Keywords","PublicationType"
38047669,"Ketamine-Assisted Psychodynamic Psychotherapy.","Cottone JG","Psychodynamic psychiatry",2023,"This case report details the treatment of a longtime psychodynamic psychotherapy patient, with a particular focus on a ketamine-assisted psychotherapy (KAP) session, and how the progress achieved during this session compares with the literature on KAP. The patient is a 54-year-old woman with a history of multiple traumas, including sexual assault and life-threatening physical injuries, as well as a recent diagnosis of primary lateral sclerosis (PLS). For most of her life, she relied on extreme idealization of important people in her life as her primary defense mechanism, helping her to maintain physical and psychological survival. However, after a KAP session in January 2023 she discovered the consequences of her extreme idealizing tendencies. Among these was the creation of troubling double binds for the people she idealized, as well as the fomentation of conflict between these individuals with each other. Also unconscious was the secondary gain offered by her escalating physical symptoms and pain-that is, the ability to resolve conflicts between those she idealized-and how this secondary gain increased the likelihood of symptom exacerbations during periods of conflict. After the discovery of these unconscious tendencies during her KAP session, the patient has since been able to avoid extreme idealization of important people in her life and has subsequently experienced fewer episodes of exacerbation of her physical symptoms. Consistent with the opinions of clinicians and researchers published in the literature, the achievement of a psychedelic trance state appeared necessary for the success of the patient's KAP treatment.","10.1521/pdps.2023.51.4.467","Female; Humans; Middle Aged; Ketamine; Psychotherapy, Psychodynamic; Psychotherapy; Mental Disorders","ketamine-assisted psychotherapy; psychedelic-assisted psychotherapy; psychiatry; psychodynamic psychotherapy","Case Reports; Journal Article"
36339574,"Synergistic association of resveratrol and histone deacetylase inhibitors as treatment in amyotrophic lateral sclerosis.","Parrella E; Porrini V; Scambi I; Gennari MM; Gussago C; Bankole O; Benarese M; Mariotti R; Pizzi M","Frontiers in pharmacology",2022,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease associated with motor neuron degeneration, progressive paralysis and finally death. Despite the research efforts, currently there is no cure for ALS. In recent years, multiple epigenetic mechanisms have been associated with neurodegenerative diseases. A pathological role for histone hypoacetylation and the abnormal NF-κB/RelA activation involving deacetylation of lysines, with the exclusion of lysine 310, has been established in ALS. Recent findings indicate that the pathological acetylation state of NF-κB/RelA and histone 3 (H3) occurring in the SOD1(G93A) murine model of ALS can be corrected by the synergistic combination of low doses of the AMP-activated kinase (AMPK)-sirtuin 1 pathway activator resveratrol and the histone deacetylase (HDAC) inhibitors MS-275 (entinostat) or valproate. The combination of the epigenetic drugs, by rescuing RelA and the H3 acetylation state, promotes a beneficial and sexually dimorphic effect on disease onset, survival and motor neurons degeneration. In this mini review, we discuss the potential of the epigenetic combination of resveratrol with HDAC inhibitors in the ALS treatment.","10.3389/fphar.2022.1017364","","NF-κB/RelA; amyotrophic lateral sclerosis (ALS); epigenetic drugs; histone acetylation; histone deacetylase (HDAC) inhibitors; resveratrol; sexual dimorphism","Journal Article; Review"
35580804,"Development of an endogenously myc-tagged TARDBP (TDP-43) zebrafish model using the CRISPR/Cas9 system and homology directed repair.","Petel Légaré V; Rampal CJ; Gurberg TJN; Harji ZA; Allard-Chamard X; Rodríguez EC; Armstrong GAB","Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology",2022,"Many of the modern advances in cellular biology have been made by the expression of engineered constructs with epitope tags for subsequent biochemical investigations. While the utility of epitope tags has permitted insights in cellular and animal models, these are often expressed using traditional transgenic approaches. Using the CRISPR/Cas9 system and homology directed repair we recombine a single myc epitope sequence following the start codon of the zebrafish ortholog of TARDBP (TDP-43). TDP-43 is an RNA binding protein that is involved in the neurodegenerative disease amyotrophic lateral sclerosis and frontotemporal dementia. We report that zebrafish expressing the myc-tardbp engendered allele produced a stable protein that was detected by both western blot and immunofluorescence. Furthermore, both heterozygous and homozygous carriers of the myc-tardbp allele developed to sexual maturity. We propose that the methodology used here will be useful for zebrafish researchers and other comparative animal biologists interested in developing animal models expressing endogenously tagged proteins.","10.1016/j.cbpb.2022.110756","Animals; CRISPR-Cas Systems; DNA-Binding Proteins; Epitopes; Neurodegenerative Diseases; Zebrafish","CRISPR; Homology directed repair; Motor neuron; TDP-43; Zebrafish","Journal Article"
34932644,"""I'm gonna lose my strength, I'm gonna seize and die, And all that Jazz""! Neurological diseases in jazz legends.","Germiniani FMB; Camargo CHF; Coutinho L; Teive HAG","Arquivos de neuro-psiquiatria",2022,"Even though jazz is a musical style that excels in improvisation and virtuosity, it is not without its share of anecdotes, drama, and downright tragedy, and the biographies of jazz musicians and their demise are fraught with ominous and dire straits. Unsurprisingly, some would develop chronic and fatal diseases. The neurological diseases that afflicted the following six composers and musicians, all of whom are considered jazz legends, are briefly discussed: Charles Mingus, diagnosed with amyotrophic lateral sclerosis; Lester Young and Charlie Parker, both diagnosed with neurosyphilis; Thelonius Monk, who had possible frontotemporal dementia; George Gershwin, who died as a result of brain glioma; and Cole Porter, who developed phantom limb pain following an amputation. The association of lifestyles, with drug abuse, particularly alcohol and heroin, in addition to great sexual promiscuity factors contributed to the development of a series of diseases such as syphilis. In addition, we also described some fatalities such as neurodegenerative diseases and cerebral glioma. Embora o jazz seja um estilo musical que prima pela improvisação e pelo virtuosismo, não é isento de drama e tragédia, e as biografias dos músicos de jazz e a sua morte estão repletas de dificuldades sinistras e terríveis. Alguns desenvolveriam doenças crônicas e fatais. São brevemente discutidas as doenças neurológicas que afligiram os seguintes seis compositores e músicos, todos eles considerados lendas do jazz: Charles Mingus, diagnosticado com esclerose lateral amiotrófica; Lester Young e Charlie Parker, ambos com neurosífilis; Thelonius Monk, que teve uma possível demência frontotemporal; George Gershwin, que morreu em decorrência de glioma cerebral; e Cole Porter, que desenvolveu dor de membro fantasma após uma amputação. A associação do estilo de vida com o abuso de drogas, particularmente álcool e heroína, além de promiscuidade sexual, contribuiu para o desenvolvimento de uma série de doenças, por exemplo, a sífilis. Também descrevemos algumas fatalidades, como doenças neurodegenerativas e glioma cerebral.","10.1590/0004-282X-ANP-2021-0067","Glioma; Humans; Music; Nervous System Diseases; Neurosyphilis; Substance-Related Disorders","","Journal Article"
33758788,"Sex differences in the blood-brain barrier and neurodegenerative diseases.","Weber CM; Clyne AM","APL bioengineering",2021,"The number of people diagnosed with neurodegenerative diseases is on the rise. Many of these diseases, including Alzheimer's disease, Parkinson's disease, multiple sclerosis, and motor neuron disease, demonstrate clear sexual dimorphisms. While sex as a biological variable must now be included in animal studies, sex is rarely included in in vitro models of human neurodegenerative disease. In this Review, we describe these sex-related differences in neurodegenerative diseases and the blood-brain barrier (BBB), whose dysfunction is linked to neurodegenerative disease development and progression. We explain potential mechanisms by which sex and sex hormones affect BBB integrity. Finally, we summarize current in vitro BBB bioengineered models and highlight their potential to study sex differences in BBB integrity and neurodegenerative disease.","10.1063/5.0035610","","","Journal Article; Review"
32707986,"Predictors of Depression in Caucasian Patients with Amyotrophic Lateral Sclerosis in Romania.","Anca M; Sebastian A; Cristina R; Zoltan B; Laura B; Adrian B; Septimiu V; Adina S; Smaranda M","Brain sciences",2020,"Depression remains an underdiagnosed comorbidity which significantly decreases the quality of life in amyotrophic lateral sclerosis (ALS) patients. We aimed to investigate the prevalence of depression in a cohort of ALS patients with more than one year of disease evolution. A total of 50 ALS patients were evaluated with the Beck Depression Inventory II (BDI-II) and cognition, using the Mini-Cog Standardized Instrument (MCSI). The clinical disability was evaluated using the ALS Functional Rating Scale (ALSFRS). The prevalence of depression was 42.8%. A lower BDI-II score was significantly correlated with a higher education level, the spouse as a caregiver, spiritual devotion, and employment status (p < 0.05). A multiple linear regression analysis between the BDI-II score as the dependent variable and various independent variables such as spirituality, caregiver status, educational level, and occupational status revealed that only the type of caregiver (spouse or parent/child) significantly affected the BDI-II total score (p = 0.006). The functional disability significantly correlated with loss of appetite and loss of libido (p < 0.001). A high education, spiritual devotion, high ALSFRS, and the presence of the spouse as the caregiver were associated with the absence of depression.","10.3390/brainsci10080470","","amyotrophic lateral sclerosis; autonomic symptoms; caregiver; depression; physical disability; spirituality","Journal Article"
32377479,"Human T-cell Lymphotropic Virus Type I Associated with Amyotrophic Lateral Sclerosis Syndrome: Immunopathological Aspects and Treatment Options.","Gonzalez Trujillo F; Parra Cortes K; Álvarez Pareja Y; Onate J","Cureus",2020,"Human T-cell lymphotropic virus type I (HTLV-I) is a retrovirus related to infectious myelopathies, neoplasms, lymphomas, leukemias, and amyotrophic lateral sclerosis (ALS). It is acquired through sexual transmission, transfusion of blood products, and breastfeeding. The increased expression of human endogenous retrovirus K (HERV-K) in the brain tissue of patients with ALS has been demonstrated, a finding that supports the relationship between the virus and this disease. Therapeutic options include supportive measures and symptomatic treatment with anti-inflammatory medications including steroids, cyclosporines, pentoxifylline, danazol, interferons, and vitamin C. New management proposals are being implemented with valproic acid that acts to facilitate the recognition of the virus by the immune system and with zidovudine antivirals focused on reducing viral load. The purpose of this paper is to describe a clinical case that exhibits clinical signs and evidence of motor neuron compromise as described in electrophysiology studies along with positive laboratory tests for the HTLV-I virus.","10.7759/cureus.7531","","amyotrophic lateral sclerosis; htlv-1; treatments; tsp/ham; viral transmission","Case Reports; Journal Article"
32370112,"Microglial and Astrocytic Function in Physiological and Pathological Conditions: Estrogenic Modulation.","Crespo-Castrillo A; Arevalo MA","International journal of molecular sciences",2020,"There are sexual differences in the onset, prevalence, and outcome of numerous neurological diseases. Thus, in Alzheimer's disease, multiple sclerosis, and major depression disorder, the incidence in women is higher than in men. In contrast, men are more likely to present other pathologies, such as amyotrophic lateral sclerosis, Parkinson's disease, and autism spectrum. Although the neurological contribution to these diseases has classically always been studied, the truth is that neurons are not the only cells to be affected, and there are other cells, such as glial cells, that are also involved and could be key to understanding the development of these pathologies. Sexual differences exist not only in pathology but also in physiological processes, which shows how cells are differentially regulated in males and females. One of the reasons these sexual differences may occur could be due to the different action of sex hormones. Many studies have shown an increase in aromatase levels in the brain, which could indicate the main role of estrogens in modulating proinflammatory processes. This review will highlight data about sex differences in glial physiology and how estrogenic compounds, such as estradiol and tibolone, could be used as treatment in neurological diseases due to their anti-inflammatory effects and the ability to modulate glial cell functions.","10.3390/ijms21093219","Alzheimer Disease; Astrocytes; Major Depressive Disorder; Estrogens; Female; Humans; Male; Microglia; Multiple Sclerosis; Sex Factors","brain injury; estradiol; glial cells; neuroinflammation; phagocytosis; sex differences; tibolone","Journal Article; Review"
30395851,"New tricks for an old dog: A repurposing approach of apomorphine.","Auffret M; Drapier S; Vérin M","European journal of pharmacology",2019,"Apomorphine is a 150-year old nonspecific dopaminergic agonist, currently indicated for treating motor fluctuations in Parkinson's disease. At the era of drug repurposing, its pleiotropic biological functions suggest other possible uses. To further explore new therapeutic and diagnostic applications, the available literature up to July 2018 was reviewed using the PubMed and Google Scholar databases. As many of the retrieved articles consisted of case reports and preclinical studies, we adopted a descriptive approach, tackling each area of research in turn, to give a broad overview of the potential of apomorphine. Apomorphine may play a role in neurological diseases like restless legs syndrome, Huntington's chorea, amyotrophic lateral sclerosis, Alzheimer's disease and disorders of consciousness, but also in sexual disorders, neuroleptic malignant(-like) syndrome and cancer. Further work is needed in both basic and clinical research; current developments in novel delivery strategies and apomorphine derivatives are expected to open the way.","10.1016/j.ejphar.2018.10.052","Animals; Apomorphine; Dopamine Agonists; Drug Repositioning; Humans; Neoplasms; Nervous System Diseases; Sexual Dysfunction, Physiological","Apomorphine; Cancer; Neurodegenerative diseases; Neuroleptic malignant syndrome; Repurposing; Sexual disorders","Journal Article; Review"
30069287,"Allgrove syndrome and motor neuron disease.","de Freitas MRG; Orsini M; Araújo APQC; João Abraão L; Barbosa GM; França MC; Correia L; Bastos VH; Trajano E; da Sant'Anna M","Neurology international",2018,"Allgrove or triple A syndrome (AS or AAA) is a rare autosomal recessive syndrome with variable phenotype due to mutations in AAAS gene which encodes a protein called ALADIN. Generally, it's characterized by of adrenal insufficiency in consequence of adrenocorticotropic hormone (ACTH) resistance, besides of achalasia, and alacrimia. Neurologic features are varied and have been the subject of several case reports and reviews. A few cases of Allgrove syndrome with motor neuron disease have been already described. A 25-year-old white man, at the age of four, presented slowly progressive distal amyotrophy and weakness, autonomic dysfunction, dysphagia and lack of tears. He suffered later of orthostatic hypotension and erectile dysfunction. He presented distal amytrophy in four limbs, tongue myofasiculations, alacrimia, hoarseness and dysphagia due to achalasia. The ENMG showed generalized denervation with normal conduction velocities. Genetic testing revealed 2 known pathogenic variants in the AAAS gene (c.938T>C and c.1144_1147delTCTG). Our case presented a distal spinal amyotrophy with slow evolution and symptoms and signs of AS with a mutation in AAAS gen. Some cases of motor neuron disease, as ours, may be due to AAS. Early diagnosis is extremely important for symptomatic treatment.","10.4081/ni.2018.7436","","AAAS gene; Allgrove syndrome; motor neuron disease","Journal Article"
29063415,"Sex-Specific Neurotoxic Effects of Organophosphate Pesticides Across the Life Course.","Comfort N; Re DB","Current environmental health reports",2017,"PURPOSE OF REVIEW: This review discusses the sex-specific effects of exposure to various organophosphate (OP) pesticides throughout the life course and potential reasons for the differential vulnerabilities observed across sexes. RECENT FINDINGS: Sex is a crucial factor in the response to toxicants, yet the sex-specific effects of OP exposure, particularly in juveniles and adults, remain unresolved. This is largely due to study design and inconsistencies in exposure and outcome assessments. Exposure to OPs results in multiple adverse outcomes influenced by many factors including sex. Reported sex-specific effects suggest that males are more susceptible to OPs, which reflects the sex-dependent prevalence of various neurodevelopmental and neurodegenerative disorders such as autism and amyotrophic lateral sclerosis (ALS), in which males are at greater risk. Thus, this review proposes that the biological sex-specific effects elicited by OP exposure may in part underlie the dimorphic susceptibilities observed in neurological disorders. Understanding the immediate and long-term effects of OP exposure across sexes will be critical in advancing our understanding of OP-induced neurotoxicity and disease.","10.1007/s40572-017-0171-y","Environmental Exposure; Humans; Neurodegenerative Diseases; Neurotoxicity Syndromes; Occupational Exposure; Organophosphates; Pesticides; Sex Characteristics","Neurodegenerative diseases; Neurodevelopment; Organophosphate; Pesticides; Sex; Sexual dimorphism","Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
22829593,"The in vivo role of androgen receptor SUMOylation as revealed by androgen insensitivity syndrome and prostate cancer mutations targeting the proline/glycine residues of synergy control motifs.","Mukherjee S; Cruz-Rodríguez O; Bolton E; Iñiguez-Lluhí JA","The Journal of biological chemistry",2012,"The androgen receptor (AR) mediates the effects of male sexual hormones on development and physiology. Alterations in AR function are central to reproductive disorders, prostate cancer, and Kennedy disease. AR activity is influenced by post-translational modifications, but their role in AR-based diseases is poorly understood. Conjugation by small ubiquitin-like modifier (SUMO) proteins at two synergy control (SC) motifs in AR exerts a promoter context-dependent inhibitory role. SC motifs are composed of a four-amino acid core that is often preceded and/or followed by nearby proline or glycine residues. The function of these flanking residues, however, has not been examined directly. Remarkably, several AR mutations associated with oligospermia and androgen insensitivity syndrome map to Pro-390, the conserved proline downstream of the first SC motif in AR. Similarly, mutations at Gly-524, downstream of the second SC motif, were recovered in recurrent prostate cancer samples. We now provide evidence that these clinically isolated substitutions lead to a partial loss of SC motif function and AR SUMOylation that affects multiple endogenous genes. Consistent with a structural role as terminators of secondary structure elements, substitution of Pro-390 by Gly fully supports both SC motif function and SUMOylation. As predicted from the functional properties of SC motifs, the clinically isolated mutations preferentially enhance transcription driven by genomic regions harboring multiple AR binding sites. The data support the view that alterations in AR SUMOylation play significant roles in AR-based diseases and offer novel SUMO-based therapeutic opportunities.","10.1074/jbc.M112.395210","Amino Acid Motifs; Androgen-Insensitivity Syndrome; HEK293 Cells; Humans; Male; Mutation; Neoplasm Proteins; Prostatic Neoplasms; Receptors, Androgen; Sumoylation","","Journal Article; Research Support, N.I.H., Extramural"
21441485,"Kaposi sarcoma-associated herpesvirus/human herpesvirus 8 and Kaposi sarcoma.","Martin JN","Advances in dental research",2011,"Kaposi sarcoma-associated herpesvirus (KSHV) was discovered in 1994 and is now known to be a necessary but not sufficient causative agent of Kaposi sarcoma. While KSHV is likely also the causative agent of primary effusion lymphoma and multicentric Castleman's disease, its causal role has been refuted in the case of multiple myeloma, sarcoidosis, prostate cancer, and amyotrophic lateral sclerosis. The epidemiology of KSHV is both intriguing and challenging. Two epidemiologic findings are clear, but their explanation is unknown. The first is that KSHV is distributed disparately throughout the world, with the virus being common in the general population throughout Africa and the Middle East, but uncommon virtually everywhere else. The second is that even though the virus is uncommon in the general population in industrialized settings, it is disproportionately concentrated among homosexual men in these areas. KSHV has special importance to the dental profession because saliva is the body fluid that harbors it most commonly, although exactly in which ways saliva spreads the virus are not known.","10.1177/0022034511399913","Africa; Castleman Disease; Herpesvirus 8, Human; Homosexuality, Male; Humans; Immunocompromised Host; Male; Middle East; Saliva; Sarcoma, Kaposi; Sexual Behavior","","Journal Article; Review"
20034089,"Sperm and oocyte communication mechanisms controlling C. elegans fertility.","Han SM; Cottee PA; Miller MA","Developmental dynamics : an official publication of the American Association of Anatomists",2010,"During sexual reproduction in many species, sperm and oocyte secrete diffusible signaling molecules to help orchestrate the biological symphony of fertilization. In the Caenorhabditis elegans gonad, bidirectional signaling between sperm and oocyte is important for guiding sperm to the fertilization site and inducing oocyte maturation. The molecular mechanisms that regulate sperm guidance and oocyte maturation are being delineated. Unexpectedly, these mechanisms are providing insight into human diseases, such as amyotrophic lateral sclerosis, spinal muscular atrophy, and cancer. Here we review sperm and oocyte communication in C. elegans and discuss relationships to human disorders.","10.1002/dvdy.22202","Animals; Caenorhabditis elegans; Female; Fertility; Humans; Male; Oocytes; Signal Transduction; Spermatozoa","","Journal Article; Research Support, American Recovery and Reinvestment Act; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review"
17689905,"The skin as a mirror of the aging process in the human organism--state of the art and results of the aging research in the German National Genome Research Network 2 (NGFN-2).","Makrantonaki E; Zouboulis CC","Experimental gerontology",2007,"As our society is growing older, the consequences of aging have begun to gain particular attention. Improvement of quality of life at old age and prevention of age-associated diseases have become the main focus of the aging research. The process of aging in humans is complex and underlies multiple influences, with the probable involvement of heritable and various environmental factors. In particular, hormones are decisively involved in the generation of aging. Over time, important circulating hormones decline due to a reduced secretion of the pituitary, the adrenal glands and the gonads or due to an intercurrent disease. Among them, serum levels of growth factors and sexual steroids show significant aging-associated changes. Within the scope of the Explorative Project 'Genetic aetiology of human longevity' supported by the German National Genome Research Network 2 (NGFN-2) an in vitro model of human hormonal aging has been developed. Human SZ95 sebocytes were maintained under a hormone-substituted environment consisting of growth factors and sexual steroids in concentrations corresponding to those circulating in 20- and in 60-year-old women. Eight hundred and ninety-nine genes showed a differential expression in SZ95 sebocytes maintained under the 20- and 60-year-old hormone mixture, respectively. Among them genes were regulated which are involved in biological processes which are all hallmarks of aging. The most significantly altered signaling pathway identified was that of the transforming growth factor-beta (TGF-beta). A disturbed function of this cascade has been associated with tumorigenesis, i.e. in pancreatic, prostate, intestine, breast, and uterine cancer. Interestingly, genes expressed in signaling pathways operative in age-associated diseases such as Huntington's disease (HD), dentatorubral-pallidoluysian atrophy (DRPLA), and amyotrophic lateral sclerosis (ALS) were also identified. These data demonstrate that skin and its appendages may represent an adequate model for aging research. Hormones interact in a complex fashion, and aging may be partly attributed to the changes in their circulating blood levels. Furthermore, a disturbed hormone status may partially act towards the manifestation of neurodegenerative diseases. Thus, these results could be a basis for an integrated and interdisciplinary approach to the analysis of the aging process.","10.1016/j.exger.2007.07.002","Aging; Gene Expression Profiling; Genome, Human; Hormones; Humans; Models, Biological; Sebaceous Glands; Skin Aging","","Journal Article; Research Support, Non-U.S. Gov't; Review"
17426672,"Involuntary emotional expression disorder: treating the untreated.","Brooks BR","CNS spectrums",2007,"Patients with involuntary emotional expression disorder (IEED) have impaired social and occupational functioning and there is currently no Food an Drug Administration-approved treatment. Treatment options include tricyclic antidepressants (TCAs), selective serotonin reuptake inhibitors (SSRIs), dopaminergic agents, and a combination of dextromethorphan and quinidine. Studies of monaminergic agents have typically been small and executed in single-center settings. Assessment measures generally show significant symptomatic improvements, including a reduction in the number of laughing or crying episodes and improvements in patients' clinical condition. The tolerability profiles of these agents are well defined, and include dizziness, tachycardia and QTc prolongation (TCAs), and sleep and sexual disturbances (SSRIs). The combination of dextromethorphan and quinidine has also been assessed in two large multicenter studies in patients with amyotrophic lateral sclerosis and multiple sclerosis. Compared with placebo and either agent alone, there were significant improvements in symptoms, quality of life, and relationships. The most common side effects were dizziness and nausea, and potential drug interactions with quinidine should also be considered. Choice of treatment should be evidence-based, taking into account both efficacy and tolerability.","10.1017/s1092852900025980","Affective Symptoms; Antidepressive Agents; Clinical Trials as Topic; Dextromethorphan; Dopamine Agents; Drug Therapy, Combination; Humans; Psychotropic Drugs; Quinidine; Treatment Outcome","","Journal Article; Review"
16785600,"Gender differences in neurological disease: role of estrogens and cytokines.","Członkowska A; Ciesielska A; Gromadzka G; Kurkowska-Jastrzebska I","Endocrine",2006,"Increasing evidence suggests that inflammatory response may be a critical component of different brain pathologies. However, the role played by this reaction is not fully understood. The present findings suggest that neuroinflammtory mediators such as cytokines may be involved in a number of key steps in the pathological cascade of events leading to neuronal injury. This hypothesis is strongly supported by experimental and clinical observations indicating that inhibition of the inflammatory reaction correlates with less neuronal damage. Estrogens are thought to play a role in the sex difference observed in many neurological diseases with inflammatory components including stroke, Alzheimer's and Parkinson's diseases, multiple sclerosis, or amyotrophic lateral sclerosis. Clinical and experimental studies have established estrogen as a neuroprotective hormone in these diseases. However, the exact mechanisms involved in the neuroprotective effects of estrogens are still unclear. It is possible that the beneficial effects of these hormones may be dependent on their inhibitory activity on the inflammatory reaction associated with the above-mentioned brain pathologies. Here, we review the current clinical and experimental evidence with respect to the inflammation-modulating effects of estrogens as one potential explanatory factor for sexual dimorzphism in the prevalence of numerous neurological diseases.","10.1385/ENDO:29:2:243","Animals; Atherosclerosis; Cytokines; Estrogens; Humans; Nervous System Diseases; Prognosis; Sex Characteristics; Stroke","","Journal Article; Review"
15777251,"Estrogen and cytokines production - the possible cause of gender differences in neurological diseases.","Czlonkowska A; Ciesielska A; Gromadzka G; Kurkowska-Jastrzebska I","Current pharmaceutical design",2005,"Naturally occurring sexual dimorphism has been implicated in the risk, progression and recovery from numerous neurological disorders. These include head injury, multiple sclerosis (MS), stroke, and neurodegenerative diseases (Parkinson's disease (PD), Alzheimer's disease (AD) or amyotrophic lateral sclerosis (ALS). Accumulating evidence suggests that observed differences between men and women could result from estrogen's wide range of effects within the mammalian central nervous system (CNS), with it's neuroprotective effect being one of the most important. It seems possible that neuroprotective activity of estrogen could be partially a result of it's anti-inflammatory action. It has been well established that inflammation plays an important role in the etiopathogenesis and manifestation of brain pathological changes. In this regard, an important role has been suggested for pro-inflammatory cytokines produced by activated glial cells, neurons and immune cells that invade brain tissue. Within the CNS, cytokines stimulate inflammatory processes that may impair blood-brain barrier permeability as well as promote apoptosis of neurons, oligodendrocytes and induce myelin damage. Given that estrogen may modulate cytokine expression, coupled with the fact that gender differences of cytokine production are apparent in animal models of PD and MS, suggests an important connection between hormonal-cytokine link in neurodegeneration. Indeed, while MS patients and mice subjected to experimental autoimmune encephalomyelitis (EAE) display gender specific alterations of IFN-gamma and IL-12, variations of TNF and IL-6 were associated with PD. Also in case of more acute neurodegenerative conditions, such as stroke, the effect of IL-6 gene G-174C polymorphism was different in males and females. Given that our understanding of the role of estrogen on cytokine production and accompanying CNS pathological conditions is limited, the present reviews aims to present some of our recent findings in this area and further evaluate the evidence that may be relevant to the design of new hormonal anti-inflammatory treatment strategies for neurodegenerative diseases.","10.2174/1381612053381693","Animals; Cytokines; Estrogens; Female; Humans; Male; Nervous System Diseases; Sex Characteristics","","Journal Article; Review"
15524101,"[Androgen receptor and male infertility].","Eldar-Geva T; Milatiner D; Halle D","Harefuah",2004,"The androgen receptor (AR) mediates androgen action determining male sexual phenotypes and promotion of spermatogenesis. Mutations in the AR cause various degrees of androgen resistance resulting in a range of androgen insensitivity syndromes. A single copy gene in the X chromosome encodes the AR. The gene contains a polymorphic triple repeat sequence [(CAG)n] with 9-36 repeats in the normal population, and displays ethnic dependence. In vitro, there is an inverse correlation between CAG repeat length and AR function. Associations exist between short alleles and prostate cancer in men or clinical hyperandrogenism in women. Expansion of the CAG tract > 40 repeats leads to spinal bulbar muscular atrophy (SBMA, Kennedy disease), an adult onset neurodegenerative disease that also presents with low virilization and spermatogenetic defects. The disease may show evidence of anticipation (increasing severity with succeeding generations accompanying further expansion of repeat length). Twelve studies involving Singaporean, Australian, North American and Japanese men reported a relationship between AR CAG repeat length and male infertility, whereas 10 studies, most of them European, found no association. Differences in hereditary or acquired factors in these populations may explain the equivocality. However, statistical methods, sample sizes, study definition and control populations, in addition to laboratory methods vary widely within the published papers, and could affect the results and conclusions. Current data is insufficient to conclude whether IVF patients who display AR CAG expansion may transfer infertility or premutation of neurodegenerative disease to their descendants. We recommend screening of AR CAG repeat length, at least in those populations where an association between repeat length and infertility could be found.",NA,"Humans; Infertility, Male; Male; Mutation; Receptors, Androgen; Trinucleotide Repeat Expansion; Trinucleotide Repeats","","English Abstract; Journal Article; Review"
10079022,"Clinical and molecular aspects of androgen receptor defects.","Wieacker PF; Knoke I; Jakubiczka S","Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association",1998,"The androgen receptor (AR) is a ligand-dependent transcription factor involved in various biological processes such as sex differentiation, sexual maturation and spermatogenesis. Disorders of AR function cause a wide spectrum of androgen insensitivity syndromes. The phenotypes vary from women with female external genitalia through patients with genital ambiguity to men with normal male genitalia but infertile. The CAG repeat in exon A is important for transactivation function of the AR and consequently for many androgen-dependent processes. Expansion of this repeat is the cause of the X-linked spinal and bulbar muscular atrophy (SBMA, Kennedy's disease). Mutations of the AR gene occur commonly in prostate cancers and are significant for prognosis of the disease.","10.1055/s-0029-1212014","Androgen-Insensitivity Syndrome; Androgens; Disorders of Sex Development; Female; Humans; Infertility, Male; Male; Mutation; Prostatic Neoplasms; Receptors, Androgen","","Journal Article; Research Support, Non-U.S. Gov't; Review"
6543025,"[Sex-linked familial form of progressive spinal amyotrophy in adults].","Schanen A; Mikol J; Guiziou C; Vital C; Coquet M; Lagueny A; Julien J; Haguenau M","Revue neurologique",1984,"An X-linked spinal muscular atrophy is reported in one family. Four of the five patients were examined. In three, electromyography, conduction nerve velocities and muscle biopsy were consistent with anterior horn cell disease. Similar families in the literature were reviewed and characteristic data were: 1) adult-onset, 2) proximal, bulbar and facial involvement, 3) prominent perioral fasciculations, 4) frequent association of cramps, tremor and sexual dysfunction (hypogonadism and gynecomastia), 5) very slow progression and favorable prognosis. These characteristics define, among the spinal muscular atrophies, a distinct entity named by several authors Kennedy's disease.",NA,"Adult; Electrophysiology; Female; Humans; Male; Muscles; Muscular Atrophy; Pedigree; X Chromosome","","Case Reports; English Abstract; Journal Article; Research Support, Non-U.S. Gov't"
6683750,"A family with adult spinal and bulbar muscular atrophy, X-linked inheritance and associated testicular failure.","Arbizu T; Santamaría J; Gomez JM; Quílez A; Serra JP","Journal of the neurological sciences",1983,"A family with adult spinal and bulbar muscular atrophy with X-linked recessive inheritance (Kennedy's disease) is described. Affected members presented at age 20 with muscle cramps followed insidiously by gynaecomastia, partial loss of secondary sexual traits, loss of libido and inability to maintain an erection. Three had also testicular atrophy and severe oligospermia was found in two patients. Testicular biopsy in one case showed germinal failure with almost normal Leydig cells. Hormonal tests were suggestive of a primary testicular failure. Etiologic possibilities are considered.","10.1016/0022-510x(83)90022-9","Adult; Female; Humans; Male; Middle Aged; Muscular Atrophy; Spine; Testicular Diseases; X Chromosome","","Case Reports; Journal Article"
