"PMID","Title","Authors","Journal","Year","Abstract","DOI","MeSH","Keywords","PublicationType"
3970066,"Multicore disease in sibs with severe mental retardation, short stature, facial anomalies, hypoplasia of the pituitary fossa, and hypogonadotrophic hypogonadism.","Chudley AE; Rozdilsky B; Houston CS; Becker LE; Knoll JH","American journal of medical genetics",1985,"We describe a family in which two adult sibs presented with a history of congenital nonprogressive myopathy, severe mental retardation and evidence of mild generalized weakness, short stature, musculoskeletal deformities, facial anomalies, sexual infantilism, and radiologic evidence of pituitary hypoplasia. The parents were first cousins. An excess of other, apparently unrelated, genetic conditions were present in other family members. Results of histochemical and electron microscopy studies of muscle biopsies from both affected individuals were compatible with multicore disease. This newly described syndrome likely is an autosomal recessive trait and appears to be the first reported association of multicore disease with mental retardation.","10.1002/ajmg.1320200118","Abnormalities, Multiple; Adult; Consanguinity; Face; Female; Growth Disorders; Humans; Hypogonadism; Intellectual Disability; Male; Muscles; Pedigree; Pituitary Gland; Syndrome","","Case Reports; Journal Article; Research Support, Non-U.S. Gov't"
11379597,"Fibrodysplasia ossificans progressiva.","Mahboubi S; Glaser DL; Shore EM; Kaplan FS","Pediatric radiology",2001,"Fibrodysplasia ossificans progressiva (FOP) is an extremely rare and disabling genetic disorder of connective tissue. The condition is characterized by congenital malformation of the great toes and by progressive heterotopic ossification of the tendons, ligaments, fasciae, and striated muscles. Fibrodysplasia ossificans progressiva occurs sporadically and is transmitted as a dominant trait with variable expression and complete penetrance. Reproductive fitness is low. There are fewer than 150 known patients with the disorder in the United States. A point prevalence of one affected patient in every 2 million of population has been observed. There is no sexual, racial, or ethnic predilection. The disease presents in early life; its course is unavoidably progressive. Most patients are confined to a wheelchair by the third decade of life and often succumb to pulmonary complications in the 5th/6th decade of life. At present there is no effective prevention or treatment. The recent discovery of overproduction of bone morphogenetic protein-4 in lesional cells and lymphocytic cells of affected patients provides a clue to both the underlying pathophysiology and potential therapy. The FOP gene has recently been mapped to human chromosome 4q 27-31.","10.1007/s002470100447","Adolescent; Bone Morphogenetic Proteins; Child; Chromosomes, Human, Pair 4; Female; Genes, Dominant; Humans; Male; Medical Futility; Myositis Ossificans; Ossification, Heterotopic; Radiography; Self-Help Groups","","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S."
37769591,"Autonomic function in sporadic and familial ALS type 8.","Pazian Martins M; González-Salazar C; de Lima FD; Bernardes Leoni T; R M Martinez A; Nunes Gonçalves JP; Nucci A; Cavalcante França M","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",2023,"OBJECTIVE: To characterize and compare autonomic function in patients with sporadic (sALS) and familial ALS type 8 (fALS8). METHODS: We selected 11 patients with sALS (7 men), 14 with fALS8 (8 men) and 26 controls (15 men). All groups were gender and age-matched. For each subject, Scale for Outcomes in Parkinson's Disease for Autonomic Symptoms (SCOPA-AUT) was applied and data from heart rate variability, Quantitative Sudomotor Axon Reflex Test (QSART) and skin sympathetic response (SSR) were collected. These data were compared across groups using nonparametric tests. P-values < 0.05 were considered significant. RESULTS: SCOPA-AUT revealed predominant clinical complaints in thermoregulatory, pupillomotor and sexual domains in fALS8 relative to sALS as well as controls. Neurophysiological tests demonstrated significant differences in Valsalva ratio, Expiratory:Inspiratory index and RR minimum values in both ALS groups relative to controls. Sudomotor dysfunction was also observed in sALS and fALS8 groups, as shown by reduced medial forearm and foot QSART volumes and absence of SSR in lower limbs. CONCLUSIONS: Dysautonomia - cardiac and sudomotor - is part of the phenotype in sALS and fALS8. The profile of autonomic symptoms, however, is different in each group. SIGNIFICANCE: Patients with fALS8 and sALS have autonomic dysfunction involving both sympathetic and parasympathetic divisions.","10.1016/j.clinph.2023.08.006","","Amyotrophic Lateral Sclerosis; Dysautonomia; Motor Neuron Disease; genetics, VAPB","Journal Article"
36671411,"Sexual Dimorphism in Neurodegenerative Diseases and in Brain Ischemia.","Zalewska T; Pawelec P; Ziabska K; Ziemka-Nalecz M","Biomolecules",2022,"Epidemiological studies and clinical observations show evidence of sexual dimorphism in brain responses to several neurological conditions. It is suggested that sex-related differences between men and women may have profound effects on disease susceptibility, pathophysiology, and progression. Sexual differences of the brain are achieved through the complex interplay of several factors contributing to this phenomenon, such as sex hormones, as well as genetic and epigenetic differences. Despite recent advances, the precise link between these factors and brain disorders is incompletely understood. This review aims to briefly outline the most relevant aspects that differ between men and women in ischemia and neurodegenerative disorders (AD, PD, HD, ALS, and SM). Recognition of disparities between both sexes could aid the development of individual approaches to ameliorate or slow the progression of intractable disorders.","10.3390/biom13010026","Male; Female; Humans; Neurodegenerative Diseases; Sex Characteristics; Brain; Brain Diseases; Brain Ischemia","Alzheimer’s disease (AD); Huntington’s disease (HD); Parkinson’s disease (PD); amyotrophic lateral sclerosis (ALS); brain ischemia; multiple sclerosis (MS); neurodegenerative diseases; sexual dimorphism","Journal Article; Review; Research Support, Non-U.S. Gov't"
39280666,"Dietary intakes of vitamin B6, folate, vitamin B12 and erectile dysfunction: a national population-based study.","Wang W; Luo Q; Xiang L; Xiong Y; Qin F; Yuan J","Translational andrology and urology",2024,"BACKGROUND: While deficiencies in vitamin B6, folate, and vitamin B12 are linked to various human diseases, including anemia, depression, peripheral neuropathy, and cardiovascular disease (CVD), literature regarding the association between vitamin B6, folate, and vitamin B12 and erectile dysfunction (ED) is scarce. We aimed to determine the dietary intake of vitamin B6, folate, and vitamin B12 and ED in the United States population. METHODS: We extracted data from the 2001-2004 cycles of the National Health and Nutrition Examination Survey (NHANES). Dietary intakes of B vitamins were collected based on one 24-hour dietary recall. The association between dietary intake of vitamin B6, folate, vitamin B12 and ED was examined using multivariate logistic regression models. RESULTS: A total of 3,875 participants were included for analysis, with 1,201 reporting ED and 2,894 not experiencing ED. The multivariable odds ratios (ORs) for the highest vs. lowest quartiles of vitamin B6 was 0.77 [95% confidence interval (CI): 0.60-0.99; P for trend =0.03] for the prevalence of ED. Subgroup analyses demonstrated a significant inverse association between dietary intake of vitamin B6, folate, vitamin B12 and the prevalence of ED among men aged ≤60 years, individuals of Mexican American and non-Hispanic White ethnicity, and those without a history of CVD, diabetes, hypertension, and high cholesterol. CONCLUSIONS: The consumption of dietary vitamin B6, folate, and vitamin B12 was significantly linked to decreased risks of ED among younger healthier men, suggesting a potential protective role of these nutrients against ED in United States adults.","10.21037/tau-24-161","","B vitamins; Erectile dysfunction (ED); National Health and Nutrition Examination Survey (NHANES); cross-sectional study","Journal Article"
39172252,"[Patient and quality characteristics in the treatment with disulfiram (Antabus) in the German ""Network for Alcohol Aversive Pharmacotherapy""].","Zimmermann US; Plickert C; Lüdecke C; Stuppe M; Rosenbeiger C; Krisam Y; Link T; Keller J; Bühler G; Scholz-Hehn D; Havemann-Reinecke U; Wedekind D; Luderer M; Spreer M","Der Nervenarzt",2025,"BACKGROUND: More than a decade ago disulfiram lost its approval for use in Germany. Nonetheless, a considerable number of psychiatric hospital outpatient departments as well as practicing physicians continue to prescribe it. These professionals have formed the ""Network for Alcohol Aversive Pharmacotherapy"" (NAP) to maintain a high quality of this treatment approach. OBJECTIVE: To describe the current use of disulfiram with respect to patient numbers and characteristics, side effects, and use of concomitant multimodal treatment forms. MATERIAL AND METHODS: Since 2019 the NAP has conducted an annual retrospective survey among its members regarding the aforementioned parameters. RESULTS: From 2019 to 2023 a total of 1579 treatment cases were described by 33 centers, 152 patients reported a total of 241 drinking events, 26 of them resulting in hospitalization but none causing complications or permanent harm. The most frequent side effects, in descending order, were unpleasant body odor (2.5%), fatigue, male sexual dysfunction, mildly elevated liver enzymes, allergic skin reactions and polyneuropathy (0.8%). More than one quarter of the patients suffered from comorbid depression, and approximately 5% from ADHD, borderline or other personality disorders, trauma-related disorders and anxiety disorders, respectively. Of the patients 33% were treated with antidepressants and 12% with sedating antipsychotics. Various forms of concomitant group therapy were offered to 66% of the patients. CONCLUSION: Treatment with disulfiram is legally possible, generally well-tolerated and safe. It is offered in most treatment centers as part of a comprehensive treatment plan that includes multimodal treatment of comorbid psychiatric disorders. ZUSAMMENFASSUNG: HINTERGRUND: Seit mehr als 10 Jahren ist Disulfiram in Deutschland nicht mehr zugelassen. Dennoch wird es seitens einer Reihe von Ambulanzen psychiatrischer Fachkliniken sowie niedergelassener Ärzte weiter off-label eingesetzt. Diese haben sich 2018 zum „Netzwerk alkoholaversive Pharmakotherapie“ (NAP) zusammengeschlossen, um die Qualität dieser Behandlungsform aufrechtzuhalten. ZIEL DER ARBEIT: Beschreibung des gegenwärtigen Behandlungsumfangs, der Patientencharakteristika, der Nebenwirkungen und der begleitenden Therapieangebote der Behandlung mit Disulfiram. MATERIAL UND METHODEN: Seit 2019 führt das NAP in den beteiligten Zentren jährlich eine retrospektive Erhebung zu oben genannten Parametern durch. ERGEBNISSE: Im Zeitraum von 2019 bis 2023 wurden durch 33 Zentren zusammen 1579 Behandlungsfälle erfasst. Bei 152 Patienten wurden insgesamt 241 Trinkereignisse beschrieben, von denen 26 zu stationärer Behandlung ohne Komplikationen oder anhaltende Gesundheitsschäden führten. Häufigste Nebenwirkungen waren in absteigender Reihenfolge Körpergeruch (2,5 %), Müdigkeit, männliche sexuelle Funktionsstörungen, benigner Transaminasenanstieg, allergische Hautreaktionen und Polyneuropathie (0,8 %). Über ein Viertel der Patienten litt komorbid an Depressionen und je ca. 5 % an ADHS, emotional instabilen bzw. anderen Persönlichkeitsstörungen, Traumafolgestörungen sowie Angststörungen. 33 % der Patienten wurden mit Antidepressiva und 12 % mit sedierenden Antipsychotika behandelt. Begleitende Gruppentherapien wurden bei 66 % der Patienten angeboten. DISKUSSION: Die Behandlung mit Disulfiram ist legal möglich, allgemein gut verträglich und sicher. Sie wird in den meisten Behandlungszentren als Bestandteil eines Gesamtbehandlungsplanes angeboten, der eine multimodale Behandlung komorbider psychiatrischer Erkrankungen miteinschließt.","10.1007/s00115-024-01714-5","Disulfiram; Humans; Germany; Male; Female; Alcoholism; Middle Aged; Adult; Alcohol Deterrents; Retrospective Studies; Comorbidity; Aged; Young Adult","Acetaldehyde dehydrogenase inhibitor; Alcohol use disorder; Anticraving; Aversive reaction; Protection against relapse","English Abstract; Journal Article"
39113124,"Advocate-BREAST: advocates and patients' advice to enhance breast cancer care delivery, patient experience and patient centered research by 2025.","O'Sullivan CC; Larson NL; Vierkant RA; Smith ML; Chauhan C; Couch FJ; Olson JE; Loprinzi CL; Ruddy KJ","Archives of public health = Archives belges de sante publique",2024,"PURPOSE: The aims of the Advocate-BREAST project are to study and improve the breast cancer (BC) patient experience through education and patient-centered research. METHODS: In December 2021, an electronic REDCap survey was circulated to 6,918 BC survivors (stage 0-4) enrolled in the Mayo Clinic Breast Disease Registry. The questionnaire asked about satisfaction with BC care delivery, and education and support receive(d) regarding BC linked concerns. Patients also ranked Quality Improvement (QI) proposals. RESULTS: The survey received 2,437 responses. 18% had Ductal Carcinoma in Situ, 81% had early breast cancer (EBC), i.e. stage 1-3, and 2% had metastatic breast cancer (MBC). Mean age was 64 (SD 11.8), and mean time since diagnosis was 93 months (SD 70.2). 69.3% of patients received all care at Mayo Clinic. The overall experience of care was good (> 90%). The main severe symptoms recalled in year 1 were alopecia, eyebrow/eyelash thinning, hot flashes, sexual dysfunction, and cognitive issues. The main concerns recalled were fear of BC recurrence/spread; loved ones coping; fear of dying, and emotional health. Patients were most dissatisfied with information regarding sexual dysfunction, eyebrow/eyelash thinning, peripheral neuropathy, and on side effects of immunotherapy/targeted therapies. Top ranking QI projects were: i) Lifetime access to concise educational resources; ii) Holistic support programs for MBC and iii) Wellness Programs for EBC and MBC. CONCLUSIONS: Patients with early and advanced BC desire psychological support, concise educational resources, and holistic care. IMPLICATIONS: Focused research and QI initiatives in these areas will improve the BC patient experience.","10.1186/s13690-024-01351-z","","Advocacy; Breast cancer; Patient experience; Psycho-oncology; Survivorship","Journal Article"
38509786,"Exercise Therapy in Oncology—the Impact on Quality of Life and Side Effects.","Baumann FT; Jensen W; Berling-Ernst A; Theurich S; Leitzmann M; Götte M","Deutsches Arzteblatt international",2024,"BACKGROUND: The diagnosis and treatment of cancer are highly stressful. Exercise therapy is often used to mitigate the adverse effects of treatment. But how good is the evidence base, and what has changed in recent years? In this narrative review, we present the current data and what it implies for the care of adults with cancer. METHODS: This review is based on data from meta-analyses and systematic reviews concerning 16 relevant clinical endpoints (outcomes) of exercise therapy for cancer patients. RESULTS: The literature evaluated for this paper reveals that targeted exercise therapy is feasible and safe under appropriate supervision. It is highly effective for improving eight endpoints (anxiety, depression, fatigue, quality of life, physical function, secondary lymphedema after breast cancer, urinary incontinence, post-mastectomy pain syndrome in breast cancer) and may also have a beneficial effect on sleep quality, cardiotoxicity, and cognitive function. Less conclusive studies are currently available with respect to chemotherapy-induced polyneuropathy, nausea/vomiting, and bone health. There is currently insufficient data to suggest any benefit with respect to sexual function and risk factors for falling. CONCLUSION: The data shows that exercise therapy for cancer patients is safe and has manifold effects on selected clinically relevant parameters. Further studies should be performed regarding the possible utility of exercise therapy against treatment-related side effects for which the evidence is currently insufficient. On the basis of the currently available and already existing recommendations, quality-assured exercise therapy can be recommended to cancer patients suffering from a wide range of neoplastic conditions.","10.3238/arztebl.m2024.0038","Humans; Exercise Therapy; Neoplasms; Quality of Life; Female; Male; Treatment Outcome; Medical Oncology","","Journal Article; Review"
38398202,"Sexuality as a Prognostic Factor-Results of an Individual Patient Data NOGGO (North-Eastern German Society of Gynecological Oncology)-Meta-Analysis of 644 Recurrent Ovarian Cancer Patients Prior to Chemotherapy.","Balint N; Woopen H; Richter R; Pirmorady-Sehouli A; Pietzner K; Sehouli J","Cancers",2024,"BACKGROUND: The aim of this study was to analyze the associations between sexuality, quality of life, treatment discontinuation, and survival in recurrent ovarian cancer (OC). METHODS: Raw data from various phase II/III studies, including the questionnaires EORTC-QLQ-C30 and QLQ-OV28, were included. Data from the meta-analysis were calculated using logistic and Cox regression. RESULTS: Data on sexuality were available for 644 patients. A total of 162 patients had an interest in sex and were sexually active (Group A). A total of 45 patients had an interest in sex and were sexually not active (Group I) and 437 patients had no interest in sex and were not sexually active (Group N). Group A was younger in median age (age at randomization), at 57 years, than Group I, at 60 years, and Group N, at 65 years (p < 0.001). Group A had a better ECOG performance status and fewer recurrences (all p < 0.001). FIGO stage, grading, and BMI were not associated with interest in sex and sexual activity. Group A showed higher scores in role, body, and social function (all p < 0.001), emotional functionality (p < 0.002), and body image (p = 0.012). In addition, Group A reported less pain, less peripheral neuropathy, and less fatigue (all p < 0.001). There was no association with the premature discontinuation of chemotherapy. Group A showed better survival rates compared to group N (22.3 months vs. 17.4 months, p < 0.001). CONCLUSIONS: Physicians should routinely address the topic of sexuality with ovarian cancer patients. Sexuality appears to be a marker for quality of life as well as overall survival.","10.3390/cancers16040811","","discontinuation of chemotherapy; interest in sex; ovarian cancer; quality of life; sexual activity; survival","Journal Article"
38296845,"Radiochemotherapy and interstitial brachytherapy for cervical cancer: clinical results and patient-reported outcome measures.","Alfrink J; Aigner T; Zoche H; Distel L; Grabenbauer GG","Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]",2024,"OBJECTIVE: To evaluate clinical results and long-term patient-reported outcome measures (PROMs) on quality of life in cervical cancer patients following radiochemotherapy (RCT) and brachytherapy (BT) as definitive treatment. MATERIALS AND METHODS: Between 2003 and 2023, a total of 132 patients with advanced cervical cancer were evaluated for possible treatment. Patients treated by postoperative RCT, palliative radiotherapy, and those treated for recurrent disease were excluded. Thus, 46 patients receiving standard RCT and BT as their curative treatment were included in this study. PROMs were assessed prospectively by patients' self-completion of the EORTC-QLQ-C30 and EORTC-QLQ-CX24 questionnaires. RESULTS: Five-year overall survival (OS), distant metastases-free survival (DMFS), and pelvic tumor-free survival rates (PTFS) were 53%, 54%, and 83%, respectively. A significant impact on OS was seen for FIGO (International Federation of Gynecologic Oncology) stage (IIB-IIIA: 79% vs. IIIB-IVA: 33%, p = 0.015), for overall treatment time (OTT; 50-65 d: 64% vs. > 65 d: 38%, p = 0.004), and for rectal D2cc (≤ 73 Gy: 50% vs. > 73 Gy: 38%, p = 0.046). The identical parameters were significantly associated with DMFS (FIGO stage: p = 0.012, OTT: p = 0.008, D2cc: p = 0.024). No parameters with a significant influence on PTFS were seen. In multivariate analysis, an impact of FIGO stage on OS (p = 0.05) and DMFS (p = 0.014) was detected, and of rectal D2cc on DMFS (p = 0.031). The overall QoL score was 63/100. Cognitive function was the least impaired (84/100), while role functioning was the worst (67/100). On the symptom scale, insomnia (46/100), fatigue (41/100), dyspnea (32/100), pain (26/100), and financial difficulties (25/100) were scored the worst. According to EORTC-QLQ-CX24, peripheral neuropathy (36/100) and lymphedema (32/100) occurred most frequently. Impaired sexual/vaginal functioning (32/100) and body image (22/100) were also frequently recorded. CONCLUSION: In patients with advanced cervical cancer, a combination of RCT and BT remains an excellent treatment option. In terms of patient-reported long-term quality of life, specific support is needed to alleviate symptoms including lymphedema, peripheral neuropathy, and impaired sexual activity.","10.1007/s00066-023-02196-1","Humans; Female; Uterine Cervical Neoplasms; Brachytherapy; Middle Aged; Patient Reported Outcome Measures; Chemoradiotherapy; Aged; Adult; Quality of Life; Neoplasm Staging; Treatment Outcome; Aged, 80 and over; Prospective Studies","External radiation and interstitial brachytherapy; Locally advanced cervical cancer; Quality of life; Questionnaires; Radiochemotherapy","Journal Article"
38018376,"Updated systematic review of the effects of exercise on understudied health outcomes in cancer survivors.","Sturgeon KM; Kok DE; Kleckner IR; Guertin KA; McNeil J; Parry TL; Ehlers DK; Hamilton A; Schmitz K; Campbell KL; Winters-Stone K","Cancer medicine",2023,"INTRODUCTION: The American College of Sports Medicine provided guidelines for exercise prescriptions in cancer survivors for specific cancer- and treatment-related health outcomes. However, there was insufficient evidence to generate exercise prescriptions for 10 health outcomes of cancer treatment. We sought to update the state of evidence. METHODS: We conducted a systematic review of these 10 understudied health outcomes (bone health, sleep, cardiovascular function, chemotherapy-induced peripheral neuropathy (CIPN), cognitive function, falls and balance, nausea, pain, sexual function, and treatment tolerance) and provided an update of evidence. RESULTS: While the evidence base for each outcome has increased, there remains insufficient evidence to generate exercise prescriptions. Common limitations observed across outcomes included: variability in type and quality of outcome measurement tools, variability in definitions of the health outcomes, a lack of phase III trials, and a majority of trials investigating breast or prostate cancer survivors only. CONCLUSION: We identified progress in the field of exercise oncology for several understudied cancer- and treatment-related health outcomes. However, we were not able to generate exercise prescriptions due to continued insufficient evidence base. More work is needed to prescribe exercise as medicine for these understudied health outcomes, and our review highlights several strategies to aid in research acceleration within these areas of exercise oncology.","10.1002/cam4.6753","Male; Humans; Cancer Survivors; Exercise; Neoplasms; Exercise Therapy; Prostatic Neoplasms; Treatment Outcome; Quality of Life","bone; cardiovascular; chemotherapy-induced peripheral neuropathy; cognition; falls; nausea; neoplasm; pain; sexual function; sleep; treatment tolerance","Systematic Review; Journal Article; Research Support, N.I.H., Extramural"
37934319,"Physical activity in people diagnosed with cancer: a rapid review of recommendations and critical appraisal of international guidelines.","Wilson TN; Roquelaure Y; Evanoff B; Aublet-Cuvelier A; Porro B","Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer",2023,"PURPOSE: There are numerous guidelines that recommend physical activity (PA) in people diagnosed with cancer, but the quality of these guidelines is unknown. The aim of this study was to identify existing PA guidelines for cancer survivors, describe the recommendations, and assess their methodology quality. METHODS: A rapid review of the literature was conducted in PubMed and EMBASE, supplemented by a search of the grey literature. The methodological quality of the guidelines was assessed using the AGREE II checklist. A descriptive synthesis of the recommendations from guidelines judged to be of good quality has been performed. RESULTS: A total of nine guidelines published between 2006 and 2019 were included. Of nine guidelines, five achieved a high enough AGREE II score and were judged to be of good quality for use in clinical practice. We found that the recommendations from the five guidelines converged on the prescription of supervised PA (aerobic and resistance exercise) of at least 75 min per week of high intensity or 150 min per week of moderate intensity, spread over two to five sessions per week, equating to a PA dose between 8.70 and 17.5 MET.h/week. The recommendations were applicable to address the most common side effects of cancer and its treatment, namely fatigue, lymphedema, anxiety, depressive symptoms, health-related quality of life (QoL), survival, and physical function. However, no guideline recommends PA to improve other cancer-related outcomes, such as cognitive impairment, falls, sexual function, and peripheral neuropathy frequently experienced by cancer survivors. No guideline also referred to work outcomes (i.e., work ability, return to work, etc.). CONCLUSION: Most PA guidelines for cancer survivors are of good quality. However, specific PA guidelines are needed for a given cancer site (e.g., location, stage), at a particular phase of the cancer trajectory, and for specific outcomes including return to work (RTW) in order to tailor PA to each cancer survivor.","10.1007/s00520-023-08123-5","Humans; Quality of Life; Neoplasms; Anxiety; Anxiety Disorders; Exercise","Cancer; Guidelines; Physical activity; Recommendations","Journal Article; Review"
37427082,"Serum Isthmin-1 Was Increased in Type 2 Diabetic Patients but Not in Diabetic Sensorimotor Peripheral Neuropathy.","Liao J; Li Y; Gui X; Zhang Y; Hu X; Cheng L; Hu W; Bai F","Diabetes, metabolic syndrome and obesity : targets and therapy",2023,"PURPOSE: This study aimed to investigate the relationship between serum isthmin-1 (ISM1) and type 2 diabetes mellitus (T2DM), and the alteration of serum ISM1 level in both diabetic sensorimotor peripheral neuropathy (DSPN) and diabetic adults with obesity. PATIENTS AND METHODS: We recruited 180 participants (120 T2DM and 60 controls) in the cross-sectional study. First, we compared the serum ISM1 concentration in diabetic patients and non-diabetic controls. Secondly, according to DSPN, patients were divided into DSPN and non-DSPN groups. Last, patients were categorized as lean T2DM (15 males, 15 females), overweight T2DM (35 males, 19 females), and obese T2DM groups (23 males, 13 females) according to gender and body mass index (BMI). All participants were collected with clinical characteristics and biochemical profiles. Serum ISM1 was detected in all subjects by ELISA. RESULTS: Higher serum ISM1 [7.78 ng/mL (IQR: 6.33-9.06) vs 5.22 (3.86-6.04), P <0.001] was observed in diabetic patients compared to non-diabetic controls. Binary logistic regression analysis showed that serum ISM1 was a risk factor for type 2 diabetes after adjustment (OR=4.218, 95% CI: 1.843-9.653, P=0.001). Compared to the non-DSPN group, serum ISM1 level was not changed significantly in patients who suffered from DSPN. Diabetic females with obesity had lower level of serum ISM1 (7.10±1.29 ng/mL) when compared to the lean T2DM (8.42±1.36 ng/mL, P <0.05) and the overweight T2DM (8.33±1.27 ng/mL, P <0.05). However, serum ISM1 was not changed significantly in male groups or all patients together. CONCLUSION: Serum ISM1 was a risk factor for type 2 diabetes, and it was associated with diabetic adults with obesity while there was sexual dimorphism. However, serum ISM1 levels were not correlated with DSPN.","10.2147/DMSO.S411127","","diabetic sensorimotor peripheral neuropathy; inflammation; isthmin-1; obesity; type 2 diabetes","Journal Article"
36584063,"Modeling the spread of the Zika virus by sexual and mosquito transmission.","Agudelo S; Ventresca M","PloS one",2022,"Zika Virus (ZIKV) is a flavivirus that is transmitted predominantly by the Aedes species of mosquito, but also through sexual contact, blood transfusions, and congenitally from mother to child. Although approximately 80% of ZIKV infections are asymptomatic and typical symptoms are mild, multiple studies have demonstrated a causal link between ZIKV and severe diseases such as Microcephaly and Guillain Barré Syndrome. Two goals of this study are to improve ZIKV models by considering the spread dynamics of ZIKV as both a vector-borne and sexually transmitted disease, and also to approximate the degree of under-reporting. In order to accomplish these objectives, we propose a compartmental model that allows for the analysis of spread dynamics as both a vector-borne and sexually transmitted disease, and fit it to the ZIKV incidence reported to the National System of Public Health Surveillance in 27 municipalities of Colombia between January 1 2015 and December 31 2017. We demonstrate that our model can represent the infection patterns over this time period with high confidence. In addition, we argue that the degree of under-reporting is also well estimated. Using the model we assess potential viability of public health scenarios for mitigating disease spread and find that targeting the sexual pathway alone has negligible impact on overall spread, but if the proportion of risky sexual behavior increases then it may become important. Targeting mosquitoes remains the best approach of those considered. These results may be useful for public health organizations and governments to construct and implement suitable health policies and reduce the impact of the Zika outbreaks.","10.1371/journal.pone.0270127","Animals; Female; Humans; Aedes; Infectious Disease Transmission, Vertical; Mosquito Vectors; Sexual Behavior; Sexually Transmitted Diseases; Zika Virus; Zika Virus Infection","","Journal Article; Research Support, Non-U.S. Gov't"
36212268,"INFLUENCE OF THE DURATION OF DIABETES AND VIBRATION PERCEPTION THRESHOLD ON THE SEVERITY OF ERECTILE DYSFUNCTION IN PATIENTS WITH TYPE 2 DIABETES MELLITUS.","Singh P; Arora S; Goyal A; Mittal N; Singh A; Sharma S; Shanthaiah DM; Dardi IK","Acta endocrinologica (Bucharest, Romania : 2005)",2022,"BACKGROUND: Erectile dysfunction(ED) in men is a frequent under-reported complication of diabetes mellitus, which is becoming significant health problem worldwide. AIMS: The study aims to determine the prevalence and risk factors for development of ED in North Indian patients with type 2 diabetes mellitus. METHODS: We used international index of erectile function (IIEF-5) for the assessment of ED in 796 patients with type 2 diabetes mellitus. We recorded the age, duration of diabetes, glycemic status, body mass index, diabetes medications, microvascular and macrovascular complications. RESULTS: The mean age of patients in the study was 49.38 ± 9.52 years. The prevalence of ED in patients with type 2 diabetes mellitus was 79.4%. Logistic regression analysis revealed that age, body mass index, glycemic control, insulin therapy, retinopathy and nephropathy was not significantly associated with erectile dysfunction in patients with type 2 diabetes mellitus. Duration of diabetes (OR = 1.054, 95% CI 1.007 to 1.102, P=0.023) and vibration perception threshold (OR = 1.071, 95% CI 1.042 to 1.102, P=0.000) were identified as key risk factors for development of ED. CONCLUSION: Duration of diabetes and peripheral neuropathy emerged as significant risk factors for development of severe erectile dysfunction.","10.4183/aeb.2022.174","","Erectile dysfunction; Peripheral neuropathy; Type 2 diabetes mellitus; Vibration perception threshold","Journal Article"
35983069,"Sexually dimorphic transcriptional programs of early-phase response in regenerating peripheral nerves.","Chernov AV; Shubayev VI","Frontiers in molecular neuroscience",2022,"The convergence of transcriptional and epigenetic changes in the peripheral nervous system (PNS) reshapes the spatiotemporal gene expression landscape in response to nerve transection. The control of these molecular programs exhibits sexually dimorphic characteristics that remain not sufficiently characterized. In the present study, we recorded genome-wide and sex-dependent early-phase transcriptional changes in regenerating (proximal) sciatic nerve 24 h after axotomy. Male nerves exhibited more extensive transcriptional changes with male-dominant upregulation of cytoskeletal binding and structural protein genes. Regulation of mRNAs encoding ion and ionotropic neurotransmitter channels displayed prominent sexual dimorphism consistent with sex-specific mRNA axonal transport in an early-phase regenerative response. Protein kinases and axonal transport genes showed sexually dimorphic regulation. Genes encoding components of synaptic vesicles were at high baseline expression in females and showed post-injury induction selectively in males. Predictive bioinformatic analyses established patterns of sexually dimorphic regulation of neurotrophic and immune genes, including activation of glial cell line-derived neurotrophic factor Gfra1 receptor and immune checkpoint cyclin D1 (Ccnd1) potentially linked to X-chromosome encoded tissue inhibitor of matrix metallo proteinases 1 (Timp1). Regulatory networks involving Olig1, Pou3f3/Oct6, Myrf, and Myt1l transcription factors were linked to sex-dependent reprogramming in regenerating nerves. Differential expression patterns of non-coding RNAs motivate a model of sexually dimorphic nerve regenerative responses to injury determined by epigenetic factors. Combined with our findings in the corresponding dorsal root ganglia (DRG), unique early-phase sex-specific molecular triggers could enrich the mechanistic understanding of peripheral neuropathies.","10.3389/fnmol.2022.958568","","RNA-seq; axotomy; nerve regeneration; peripheral nerve; sexual dimorphism","Journal Article"
